objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
224,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.73,,877
1013,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,4.73,,878
781,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,4.71,,879
930,Little Annapolis Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,4.68,,880
374,Hemlock Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.66,,881
260,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.61,,882
902,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.60,,883
892,Hectanooga Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.55,,884
793,MacFarlane Woods Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,4.48,,885
210,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.46,,886
802,Salmon Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.46,,887
773,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,4.41,,888
992,Sullivan Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,4.38,,889
355,Docherty's Brook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.37,,890
976,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.36,,891
905,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,4.32,,892
986,Victoria Vale Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,4.29,,893
846,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.26,,894
238,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.22,,895
904,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,4.22,,896
244,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.17,,897
672,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,4.08,,898
727,McGowan Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.07,,899
1141,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.04,,900
221,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,4.01,,901
688,Deep Brook Bog Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.95,,902
775,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,3.94,,903
456,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.93,,904
795,MacFarlane Woods Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,3.92,,905
914,North Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,3.87,,906
630,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.85,,907
889,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.81,,908
959,Lime Hill Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.80,,909
1135,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.77,,910
808,Baddeck River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.76,,911
444,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.72,,912
1136,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.70,,913
999,Conrod Beach Road Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.68,,914
282,Deep Cove Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.65,,915
525,Sawmill Brook Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.64,,916
836,Bald Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.64,,917
601,Middle Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.52,,918
827,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.51,,919
446,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.50,,920
860,Ship Rock Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,3.48,,921
271,Tangier River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.47,,922
1019,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.47,,923
618,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,3.46,,924
1151,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.46,,925
716,Timberlea Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.44,,926
1024,Lower Burlington Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.44,,927
832,Meander River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,3.43,,928
447,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.42,,929
778,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,3.41,,930
259,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.34,,931
885,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.34,,932
835,Bald Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.32,,933
235,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.30,,934
1001,West Petpeswick Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.29,,935
1131,St. Marys River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.28,,936
991,Sullivan Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.22,,937
1128,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.21,,938
272,Tangier River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.19,,939
1021,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.16,,940
302,Troop Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.11,,941
728,McGowan Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.11,,942
794,MacFarlane Woods Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,3.11,,943
570,Peter's Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.10,,944
373,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.06,,945
274,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,3.03,,946
668,North Mountain Woodlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,3.02,,947
831,Great Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,3.00,,948
987,Tidnish Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,3.00,,949
760,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.99,,950
362,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.93,,951
748,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.91,,952
200,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.89,,953
745,Sheep Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.89,,954
277,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.87,,955
888,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.83,,956
649,Crows Neck Nature Reserve,"Nature Reserve, Conservation Easement","NS Environment and Climate Change, NS Department of Natural Resources and Renewables, Nature Conservancy of Canada",NS Environment and Climate Change,Designated,2.79,,957
853,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.79,,958
324,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.74,,959
1134,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.72,,960
774,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,2.71,,961
342,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.70,,962
1000,West Petpeswick Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,2.69,,963
253,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.67,,964
262,Wolfville Ridge Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.63,,965
683,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.62,,966
890,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.58,,967
1142,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.54,,968
854,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.53,,969
1002,West Petpeswick Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,2.48,,970
233,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.45,,971
1058,Knob and Round Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.44,,972
851,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.43,,973
1030,St. Margarets Bay Islands Nature Reserve,"Nature Reserve, Conservation Easement","NS Environment and Climate Change, Nova Scotia Nature Trust",NS Environment and Climate Change,Designated,2.42,,974
1053,Purcells Cove Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.39,,975
139,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.35,,976
299,Troop Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.35,,977
809,Baddeck River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.35,,978
49,Sable Island National Park Reserve Of Canada,National Park,Parks Canada Agency. Environment and Climate Change Canada,Parks Canada Agency. Environment and Climate Change Canada,Designated,2.34,,979
208,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.34,,980
932,Brothers Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.30,,981
222,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.27,,982
785,Purgatory Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,2.27,,983
548,Barren Brook Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.26,,984
789,Baddeck River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.26,,985
140,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.23,,986
269,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.23,,987
884,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.23,,988
886,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.23,,989
1080,Allain River Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,2.21,,990
887,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.18,,991
1018,Fort Lawrence Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,2.14,,992
882,Medway River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.12,,993
1143,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.12,,994
301,Troop Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.11,,995
194,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.10,,996
337,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.09,,997
1055,Maskells Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,2.05,,998
371,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,2.01,,999
442,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.99,,1000
1129,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.99,,1001
130,Black River Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.96,,1002
869,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.96,,1003
1140,St. Marys River East Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.96,,1004
872,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.94,,1005
276,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.93,,1006
1047,Sheep Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.91,,1007
868,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.90,,1008
682,Brier Island Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.89,,1009
273,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.88,,1010
524,Rose Point Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.86,,1011
1130,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.82,,1012
414,Minas Basin Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.79,,1013
903,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.77,,1014
304,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.75,,1015
323,Mahone Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.75,,1016
655,Sand Beach Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.71,,1017
1097,Fourchu Coast Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,1.69,,1018
196,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.66,,1019
292,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.66,,1020
764,River Inhabitants Nature Reserve,Nature Reserve,"NS Environment and Climate Change, private owner(s)",Private owner(s),Designated,1.65,,1021
852,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.63,,1022
978,A.M. Sandy Cameron Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.63,,1023
805,Purgatory Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,1.62,,1024
826,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.62,,1025
1010,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.57,,1026
906,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.55,,1027
918,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.55,,1028
822,Farley's Ark Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.51,,1029
943,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.50,,1030
427,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.49,,1031
866,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.47,,1032
268,Chignecto Isthmus Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.46,,1033
220,Musquodoboit River Valley Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.44,,1034
867,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.42,,1035
673,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.41,,1036
870,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.40,,1037
629,Mabou Highlands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.37,,1038
1057,Knob and Round Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.32,,1039
871,Gaff Point Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.30,,1040
838,Lobster Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.29,,1041
907,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.28,,1042
1154,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.27,,1043
361,St. Marys River - Harrisons Pool Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.22,,1044
1078,Allain River Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.22,,1045
1152,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.21,,1046
455,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.18,,1047
964,Eigg Mountain - James River Wilderness Area,Wilderness Area,"NS Environment and Climate Change, Town of Antigonish",Town of Antigonish,Designated,1.16,,1048
824,Bald Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.15,,1049
521,Rines Creek Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.14,,1050
919,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.14,,1051
761,Plaister Cliffs Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.13,,1052
295,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,1.10,,1053
990,Tidal View Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.10,,1054
1046,Sheep Islands Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.10,,1055
908,Mosher's Bay Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,1.09,,1056
205,Mabou Highlands Conservation Lands (3),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.08,,1057
1004,West Petpeswick Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.08,,1058
1146,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.07,,1059
1147,Toymakers Marsh Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,1.07,,1060
376,Mitchells Pool Consevation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.04,,1061
213,Musquodoboit Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,1.00,,1062
762,McKinnons Harbour Conservation Lands,Land Trust or Conservation Easement,Bras d'Or Preservation Nature Trust,Bras d'Or Preservation Nature Trust,Considered protected,0.97,,1063
953,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.96,,1064
389,St. Marys River Conservation Lands (1),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.94,,1065
303,Troop Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,0.90,,1066
935,Kingsburg Pond Conservation Lands,Land Trust or Conservation Easement,Kingsburg Coastal Conservancy,Kingsburg Coastal Conservancy,Considered protected,0.87,,1067
347,Round Bay Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.85,,1068
1064,Haley Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,0.84,,1069
