"objectid","pro_name","protect1","protect2","owner","authority","status","stat_date","lgl_effect","ha_gis","shape_leng","shape_area"
"857","Skudiak Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"32.66754638","3687.7956803996694","326675.46384566353"
"858","Ship Rock Islands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"0.4757977","344.0813232748217","4757.976999992898"
"859","Ship Rock Islands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"6.7276241","1304.6468777947366","67276.24099999826"
"860","Ship Rock Islands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"3.47535169","1138.931527141371","34753.516850022344"
"861","Ship Rock Islands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"5.93014878","1554.2281409918626","59301.48784996162"
"862","Plaister Cliffs Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"115.43456705","7478.296599089671","1154345.670450143"
"863","Bull Moose Meadow Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"15.89402146","2140.8054349124627","158940.21460005388"
"864","Luxton Meadows Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"95.40498353","7861.067709123808","954049.8352997334"
"865","Luxton Meadows Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"4.75726335","964.2704547659823","47572.633549943435"
"866","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.46874193","537.9378371053693","14687.419290304104"
"867","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.42050722","531.0490584709213","14205.072240460055"
"868","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.90249113","599.0125059143429","19024.911320058483"
"869","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.95709726","774.0058633885844","19570.97259898174"
"870","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.40482071","499.2179524698276","14048.207063461809"
"871","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.29610837","576.0129054833865","12961.083658773772"
"872","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.93506882","566.074859187374","19350.688162607716"
"873","Skudiak Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"86.38946829","4872.5017124415135","863894.6828956008"
"874","Skudiak Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"58.72979444","4055.793691190837","587297.9443629758"
"875","Springhaven Duck Lake Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"46.19159656","4136.228712329189","461915.96561212244"
"876","Skudiak Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","The Nature Conservancy of Canada","Considered protected",,,"61.84011442","3458.11146769128","618401.1441952132"
"877","Waternish Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"14.24411464","2188.334652365195","142441.14635002826"
"878","Waternish Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"46.25283454","3437.790731691166","462528.3453500976"
"879","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"39.76451779","2857.7709200078725","397645.17789989116"
"880","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"6.0672451","1589.0469037260827","60672.45099971268"
"881","Johnstons Pond Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"29.10742349","3433.096375676842","291074.2349316329"
"882","Medway River Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.12368619","1369.251386400115","21236.86190010476"
"883","Medway River Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"13.65282931","2716.449258714537","136528.29304999975"
"884","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.23003946","774.3413140414718","22300.39462717322"
"885","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"3.34455884","1058.9077889526804","33445.58838768653"
"886","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.23003308","610.9540635293031","22300.330788167266"
"887","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.17826048","655.2187484412912","21782.604752803327"
"888","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.82881845","874.7181543368879","28288.184533171996"
"889","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"3.80821236","902.5607325542641","38082.123634638134"
"890","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.57932569","839.1800468920094","25793.25691411765"
"891","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"8.59264631","2938.056968569585","85926.46312821837"
"892","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"4.54971797","1149.0595756586392","45497.179745805806"
"893","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.23751661","188.375893883619","2375.166116501712"
"894","Hectanooga Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"24.37055093","3194.3072882467345","243705.50934952998"
"895","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"35.19784733","3265.0519156720775","351978.47330038017"
"896","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"0.02263264","77.84487117181614","226.32639998760206"
"897","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"8.8133638","1550.4661082271653","88133.6380000882"
"898","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"74.1294361","5186.714527612277","741294.3609993603"
"899","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"27.06862175","3729.9248302013148","270686.2175008547"
"900","Medway River Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"9.44064369","1760.4556945512343","94406.43689996749"
"901","Brier Island Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"19.0441537","3982.0295460755","190441.53700031588"
"902","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"4.60478924","1098.0226386168963","46047.89238994163"
"903","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.76812863","563.2008685828914","17681.28625227277"
"904","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"4.22351343","974.8606982662792","42235.1343203535"
"905","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"4.31641111","1304.251149077629","43164.11105025366"
"906","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.54734117","1030.2572233128358","15473.411699955463"
"907","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.27666355","1020.7245911804123","12766.635499746015"
"908","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.08581161","1068.0452064902904","10858.11610004667"
"909","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.67210269","1035.3287944186982","6721.026899845157"
"910","Plaister Mines Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"26.27066122","2304.6988974817264","262706.6121836459"
"911","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"6.75972491","1217.298430889586","67597.24914997436"
"912","Mabou Highlands Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"68.1334361","4579.665724853537","681334.3610491119"
"913","North Harbour Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"17.69309206","2283.2698233661363","176930.9205501484"
"914","North Harbour Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"3.87478654","964.4883285362963","38747.865449831355"
"915","North Harbour Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"12.57287003","1761.8765230139613","125728.70025018511"
"916","Bennetts Lake Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"118.15925152","7592.232371244366","1181592.5152000752"
"917","Brothers Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"7.95713695","1245.22659285332","79571.36949998036"
"918","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.54526853","830.8339588000983","15452.685250120694"
"919","Mosher's Bay Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"1.13618636","636.8193803935479","11361.8635500634"
"920","Zinck's Point Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"8.21350436","1803.2923145311493","82135.04359979987"
"921","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.29274847","358.39934888792266","2927.4846501116763"
"922","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.24634213","219.23554973103597","2463.4213499630687"
"923","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.08650209","187.7232936178277","865.0209000082579"
"924","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.30361009","355.24867010860737","3036.1008500295643"
"925","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.30218651","325.8311716907713","3021.865100084848"
"926","Little Annapolis Lake Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"16.22904692","2403.3659625790074","162290.46920073405"
"927","Little Annapolis Lake Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"12.171911680000001","1593.958183113502","121719.1168498654"
"928","Little Annapolis Lake Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"24.22842552","2185.7430940127106","242284.2552499369"
"929","Little Annapolis Lake Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"0.71211296","344.1441897869907","7121.129550004085"
"930","Little Annapolis Lake Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"4.67850994","1272.5263511590006","46785.09944982225"
"931","Hemeon's Head Conservation Lands","Land Trust or Conservation Easement",,"Private owner(s)","Nova Scotia Nature Trust and private owner(s)","Considered protected",,,"60.13032353","10298.905945196006","601303.2352501083"
"932","Brothers Islands Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"2.29737203","765.2574454072329","22973.720349990945"
"933","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"37.49287787","4143.651533483218","374928.77865082613"
"934","Silver River Wilderness Area","Wilderness Area, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"804.22634632","13746.11671202219","8042263.4632301545"
"935","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.86706334","400.35045427992924","8670.633399945627"
"936","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.2274898","233.19510135243095","2274.8980499347454"
"937","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.16966775","199.80622761530321","1696.6774500001513"
"938","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.41157967","284.20898909295374","4115.796699999077"
"939","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.61305389","532.1985089898071","6130.5388999365005"
"940","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.26818191","316.54085574845544","2681.8191000069555"
"941","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"7.41921568","1232.7330040238212","74192.1567500185"
"942","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.40144508","433.14572445244283","4014.450800033445"
"943","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.50064436","1042.0278702120954","15006.443600070837"
"944","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"19.35528551","1867.6339335075636","193552.8550504368"
"945","Marble Mountain Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"42.6972364","3063.833801004909","426972.36395023315"
"946","Gaff Point Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada and private owners","Nature Conservancy of Canada and private owners","Considered protected",,,"0.35924802","265.47150480946095","3592.4802426887345"
"947","Silver River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"0.39568633","239.2832304154338","3956.86330321898"
"948","Silver River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"0.16165595","181.5938191192393","1616.5594850871512"
"949","Silver River Wilderness Area","Wilderness Area, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"221.25245981","11900.984547939106","2212524.5980841657"
"950","Carleton River Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"27.85168811","3180.549124822746","278516.8811012888"
"951","CRK Allen Conservation Lands","Land Trust or Conservation Easement",,"Tusket River Environmental Protection Association","Tusket River Environmental Protection Association","Considered protected",,,"11.78878888","2227.4355282491906","117887.88880018213"
"952","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.38275132","403.2173119396101","3827.5132001301768"
"953","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.95994238","461.9348229603462","9599.423750025426"
"954","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.62489823","393.76148080776824","6248.982349936756"
"955","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.35674877","353.08154674374026","3567.487700013705"
"956","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.14794077","235.64554826067217","1479.4076999777976"
"957","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.82828721","496.9873136268336","8282.872099943184"
"958","Kingsburg Pond Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.08601713","275.8401826174629","860.1713499995858"
"959","Lime Hill Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"3.79913874","1043.4178806165996","37991.38740005141"
"960","Barneys River Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"566.88350177","19522.879614957244","5668835.017677819"
"961","Big Meadow Brook Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"283.59647195","14753.402509774078","2835964.7194670397"
"962","Les Caps Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"21.91609941","3293.40909704625","219160.99413305748"
"963","Chignecto Isthmus Wilderness Area","Wilderness Area",,"Town of Amherst","NS Environment and Climate Change, Town of Amherst","Designated",,,"963.27122641","23422.064545684796","9632712.264060244"
"964","Eigg Mountain - James River Wilderness Area","Wilderness Area",,"Town of Antigonish","NS Environment and Climate Change, Town of Antigonish","Designated",,,"1.16256381","658.1294419584565","11625.638123156496"
"965","Eigg Mountain - James River Wilderness Area","Wilderness Area",,"Town of Antigonish","NS Environment and Climate Change, Town of Antigonish","Designated",,,"1333.92704234","63156.039986250114","13339270.423438577"
"966","Alder Ground Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"753.6877957","23288.314248026585","7536877.9569504"
"967","Alder Ground Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"489.07870987","9026.848790697779","4890787.098660367"
"968","Angevine Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"270.78133168","15469.022901774317","2707813.3168431586"
"969","Archibald Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"5.88370181","1272.1067890067013","58837.01810327366"
"970","Ashfield Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"40.30915289","2613.7144049723","403091.5289228553"
"971","Atlantic Coastal Plain Flora Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"29.3186572","2222.6264445375546","293186.5719505656"
"972","Abraham Lake Nature Reserve","Nature Reserve, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"182.3004926","16442.111003784543","1823004.9260019604"
"973","Abraham Lake Nature Reserve","Nature Reserve, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"138.40530026","5645.280480832858","1384053.002644624"
"974","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"9.47053628","1390.3853370769898","94705.36284997183"
"975","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"5.18005066","1065.1810334478819","51800.506550239166"
"976","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"4.3605172","982.4653684105257","43605.17200004721"
"977","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.04519876","191.89629600107517","451.98760001471044"
"978","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.62569958","559.8178100542302","16256.995849980683"
"979","A.M. Sandy Cameron Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"16.91012335","1715.0762419542987","169101.23349987846"
"980","Abraham Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"62.59505527","5311.822104753097","625950.5527000398"
"981","Archibald Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designation decision made",,,"687.409553","15018.019206199555","6874095.530027899"
"982","Summerville Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"10.795319","1804.574979436505","107953.19004969546"
"983","Athol Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"13.57469354","1808.8680780749617","135746.93537742307"
"984","Upper Granville Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"16.47436053","1868.1886878796481","164743.605300138"
"985","Upper Granville Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"12.91575745","1631.7038629346112","129157.57450042121"
"986","Victoria Vale Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"4.28706492","934.4854772689365","42870.64919994147"
"987","Tidnish Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"2.99755993","1272.8832825231225","29975.599250007"
"988","Barronsfield Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"18.71501732","2628.00652959995","187150.17324973954"
"989","Amherst Point Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"26.53482842","2779.5984081515953","265348.28419999825"
"990","Tidal View Marsh Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"1.10390282","598.9557493481375","11039.028200013916"
"991","Sullivan Marsh Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.22495458","1052.7143123427281","32249.545750133053"
"992","Sullivan Marsh Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"4.38343664","1044.6886744057965","43834.36639986319"
"993","Morrison Lake Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"10.96714781","2214.3591690631665","109671.47809990846"
"994","Morrison Lake Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"12.63550351","2172.8746766610134","126355.03510014687"
"995","Morrison Lake Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"33.6848336","3018.739343187618","336848.33604995976"
"996","Wallace Bay Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"5.48218781","1187.1729903462528","54821.87805003776"
"997","Athol Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"14.59743223","3311.10891312189","145974.3223039306"
"998","Welsh Road Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"72.94448353","4910.980668329788","729444.8352984696"
"999","Conrod Beach Road Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.68260793","955.8688778242918","36826.07931833318"
"1000","West Petpeswick Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"2.69319999","1002.6845429115442","26931.999856534316"
"1001","West Petpeswick Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"3.2864146","1084.1516957305164","32864.14604283869"
"1002","West Petpeswick Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"2.47686502","864.6109250537519","24768.65019406077"
"1003","West Petpeswick Conservation Lands","Land Trust or Conservation Easement",,"Ducks Unlimited Canada","Ducks Unlimited Canada","Considered protected",,,"0.50061224","288.0613879863867","5006.122425516197"
