permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BPRES-2024-10663,2024,9,HALIFAX,District 09,Renovation,Renovation,45000.0,0,2,Completed,44.65488723511514,-63.61746987696085
BPRES-2024-10709,2024,8,BEAVER BANK,District 15,New Building,New Building,201000.0,1,2,Completed,44.846216534736165,-63.674727153397434
BPRES-2024-10748,2024,10,,District 02,New Building,New Building,260000.0,1,1,Issued,44.70604460271437,-63.28104767289816
BPRES-2024-10764,2024,8,LAWRENCETOWN,District 02,New Building,New Building,331000.0,1,1,Completed,44.66958541775659,-63.383240276652074
BPRES-2024-10841,2024,8,DARTMOUTH,District 06,New Building,New Building,15000.0,0,1,Completed,44.68131904789751,-63.531618096355885
BPRES-2024-10901,2024,8,LOWER SACKVILLE,District 15,New Building,New Building,20000.0,0,1,Issued,44.767874060402015,-63.677539709116175
BPRES-2024-10948,2024,11,PORTERS LAKE,District 02,New Building,New Building,119500.0,1,1,Completed,44.749247762840746,-63.285601750093775
BPRES-2024-10970,2024,8,CLAM HARBOUR,District 02,New Building,New Building,20000.0,0,1,Completed,44.73135846853477,-62.86371505556471
BPRES-2024-10984,,,BOUTILIERS POINT,District 13,Renovation,Renovation,5000.0,1,2,Application Incomplete,44.66565093363086,-63.934295767604304
BPRES-2024-11015,2024,9,INGRAMPORT,District 13,Renovation,Renovation,98000.0,0,1,Completed,44.672444774327566,-63.96331810623713
BPRES-2024-11095,2024,10,DARTMOUTH,District 06,Addition,Addition,27000.0,0,2,Issued,44.67507807726579,-63.5134734583144
BPRES-2024-11129,2024,9,TANTALLON,District 13,Renovation,Renovation,56000.0,0,1,Completed,44.64916203086173,-63.89917310829619
BPRES-2024-11151,2024,9,DUTCH SETTLEMENT,District 01,Renovation,Renovation,175000.0,0,1,Completed,44.98999337611243,-63.44297930148737
BPRES-2024-11197,2024,10,LOWER SACKVILLE,District 15,Addition,Addition,100000.0,0,3,Issued,44.77234216982183,-63.680144791856726
BPRES-2024-11287,2024,9,HALIFAX,District 12,Addition,Addition,169500.0,0,2,Issued,44.67796855789771,-63.66698544634719
BPRES-2024-11315,2024,9,GOFFS,District 01,New Building,New Building,450000.0,1,1,Completed,44.885847200968094,-63.48012283152639
BPRES-2024-11358,2024,8,BEDFORD,District 16,New Building,New Building,575000.0,1,2,Completed,44.70852831869642,-63.72154805325637
BPRES-2024-11440,2024,9,DARTMOUTH,District 05,Renovation,Renovation,250000.0,1,2,Issued,44.67893383826041,-63.5862277406373
BPRES-2024-11466,2024,9,BEAVER BANK,District 15,New Building,New Building,450000.0,1,1,Completed,44.826746151695446,-63.67453310066348
BPRES-2024-11527,2024,8,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,60000.0,0,1,Completed,44.784896267429296,-63.18574486206721
BPRES-2024-11598,2024,9,FALL RIVER,District 01,New Building,New Building,815000.0,3,1,Issued,44.80883089746863,-63.618544792275614
BPRES-2024-11603,2025,1,HALIFAX,District 11,New Building,New Building,700000.0,4,3,Completed,44.61855138387148,-63.61810814939227
BPRES-2024-11626,2024,10,HALIFAX,District 08,Addition,Addition,160000.0,0,2,Issued,44.654408166230795,-63.612320282039576
BPRES-2024-11663,2025,10,DARTMOUTH,District 06,Renovation,Renovation,25000.0,1,2,Completed,44.68170484283067,-63.50996004310441
BPRES-2024-11681,2024,9,MIDDLE SACKVILLE,District 14,Renovation,Renovation,1100.0,0,1,Completed,44.77817791161481,-63.70760224809151
BPRES-2024-11710,2024,10,EASTERN PASSAGE,District 03,Renovation,Renovation,125000.0,1,1,Completed,44.60271370447285,-63.47039751053416
BPRES-2024-11732,2024,9,FALL RIVER,District 01,New Building,New Building,50000.0,0,2,Issued,44.8324210604296,-63.631238567225815
BPRES-2024-11808,2024,10,LAWRENCETOWN,District 02,Renovation,Renovation,140000.0,1,1,Completed,44.675347277349026,-63.40067593782947
BPRES-2024-11841,2024,9,BEDFORD,District 16,New Building,New Building,1400000.0,1,2,Completed,44.70615592947446,-63.7251920883093
BPRES-2024-11871,2024,10,PORTERS LAKE,District 02,New Building,New Building,1200000.0,4,1,Completed,44.75093996773893,-63.29602467304273
BPRES-2024-11930,2024,9,FLETCHERS LAKE,District 01,Addition,Addition,125000.0,0,1,Completed,44.854853785700854,-63.59735160295829
BPRES-2024-11957,2024,9,MIDDLE SACKVILLE,District 14,New Building,New Building,650000.0,1,2,Completed,44.79457870565164,-63.768363478163515
BPRES-2024-12033,2024,9,HEAD OF ST MARGARETS BAY,District 13,New Building,New Building,150000.0,1,2,Issued,44.67081125174058,-63.91502571141659
BPRES-2024-12061,2024,9,HALIFAX,District 11,Renovation,Renovation,18000.0,0,2,Completed,44.63226994294077,-63.63206363089095
BPRES-2024-12110,2024,9,LEWIS LAKE,District 13,New Building,New Building,37500.0,0,1,Completed,44.672825374813385,-63.82420967722155
BPRES-2024-12139,,,COLE HARBOUR,District 04,New Building,New Building,150000.0,1,2,Withdrawn,44.67794666450069,-63.4660532601037
BPRES-2024-12157,2024,11,HALIFAX,District 10,Addition,Addition,179501.1,1,2,Completed,44.660610432937155,-63.650642790494125
BPRES-2024-12241,2024,9,HALIFAX,District 09,Addition,Addition,15000.0,0,1,Completed,44.65117200978258,-63.615584641537666
BPRES-2024-12330,2024,9,CLAM BAY,District 02,New Building,New Building,60000.0,0,1,Completed,44.73162973637599,-62.92787551978012
BPRES-2024-12426,2024,10,DARTMOUTH,District 06,New Building,New Building,625000.0,1,2,Completed,44.705283533531365,-63.55109598719146
BPRES-2024-12495,2024,11,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Completed,44.60105810414917,-63.60355298120593
BPRES-2024-12506,2024,9,WINDSOR JUNCTION,District 01,New Building,New Building,61194.0,0,1,Completed,44.79145280210143,-63.665240380636114
BPRES-2024-12568,2024,9,EASTERN PASSAGE,District 03,Addition,Addition,100000.0,0,1,Completed,44.612820955021675,-63.48891493501153
BPRES-2024-12604,2024,9,GAETZ BROOK,District 02,New Building,New Building,50000.0,0,1,Issued,44.76067169022779,-63.22279601950751
BPRES-2024-12639,2024,9,FLETCHERS LAKE,District 01,New Building,New Building,450000.0,1,1,Completed,44.85012679692159,-63.59654284642826
BPRES-2024-12678,2024,9,UPPER TANTALLON,District 13,New Building,New Building,12000.0,0,1,Completed,44.72367635887351,-63.871543051193335
BPRES-2024-12696,2024,9,MIDDLE SACKVILLE,District 14,New Building,New Building,250000.0,1,1,Completed,44.80411265008683,-63.76417630026088
BPRES-2024-12712,2024,10,LAKEVIEW,District 01,New Building,New Building,140000.0,1,1,Issued,44.77240444329463,-63.629102587931506
BPRES-2024-12786,2024,12,ELMSDALE,District 01,New Building,New Building,75000.0,0,1,Issued,44.954288325452104,-63.49751404939889
BPRES-2024-12841,2024,9,,District 01,New Building,New Building,16000.0,0,1,Issued,44.99522521040682,-63.13139093060412
BPRES-2024-12902,2024,9,HALIFAX,District 11,Renovation,Renovation,500.0,0,2,Completed,44.60868167341311,-63.60533965971488
BPRES-2024-13029,2024,9,QUEENSLAND,District 13,New Building,New Building,600000.0,2,1,Completed,44.65080720959706,-64.00081172128372
BPRES-2024-13139,2024,10,HALIFAX,District 07,New Building,New Building,150000.0,1,2,Completed,44.64115906671955,-63.58816176658404
BPRES-2024-13229,2025,2,FALL RIVER,District 01,New Building,New Building,75000.0,1,1,Amendment Applicant Revisions,44.81226257922017,-63.633234120102784
BPRES-2024-13263,2025,4,WEST CHEZZETCOOK,District 02,New Building,New Building,200000.0,1,1,Issued,44.73499054723296,-63.277426274928196
BPRES-2024-13341,2024,9,DARTMOUTH,District 06,New Building,New Building,300000.0,1,3,Completed,44.71410459457205,-63.54389491075642
BPRES-2024-13515,2024,12,HALIFAX,District 09,Addition,Addition,250000.0,0,2,Issued,44.64959751532011,-63.61262437948042
BPRES-2024-13583,2024,9,HALIFAX,District 10,Renovation,Renovation,25000.0,0,2,Completed,44.671889011004254,-63.65644391688056
BPRES-2024-13641,2024,10,SEABRIGHT,District 13,New Building,New Building,600000.0,1,1,Cancelled,44.61406123990817,-63.929289582858395
BPRES-2024-13679,,,HALIFAX,District 10,Addition,Addition,15000.0,0,1,Applicant Revisions,44.66564545822103,-63.6385244303886
BPRES-2024-13704,,,HERRING COVE,District 11,New Building,New Building,1501000.0,1,2,Application Incomplete,44.57002039015034,-63.55834981572056
BPRES-2024-13717,2025,9,HALIFAX,District 11,New Building,New Building,420000.0,4,3,Issued,44.58663251927844,-63.591069684000374
BPRES-2024-13726,2025,9,HALIFAX,District 11,New Building,New Building,420000.0,4,2,Issued,44.586716520732416,-63.59122216979024
BPRES-2024-13726,2025,9,HALIFAX,District 11,New Building,New Building,420000.0,4,2,Issued,44.586716520732416,-63.59122216979024
BPRES-2024-13821,2024,9,MUSQUODOBOIT HARBOUR,District 02,New Building,New Building,35000.0,0,1,Completed,44.79058550995143,-63.142617789106794
BPRES-2025-01609,2025,5,HERRING COVE,District 11,Addition,Addition,217000.0,0,1,Issued,44.562083891821736,-63.56397130632537
BPRES-2025-01629,2025,3,BEDFORD,District 16,New Building,New Building,800000.0,1,2,Completed,44.70563666974376,-63.72272268519317
BPRES-2025-01658,2025,3,BROOKSIDE,District 13,Renovation,Renovation,150000.0,1,2,Completed,44.55604566113125,-63.71903484146124
BPRES-2025-01711,2025,2,FALL RIVER,District 01,New Building,New Building,525000.0,2,2,Completed,44.83826052613447,-63.64237713423767
BPRES-2025-01721,2025,8,EAST DOVER,District 13,New Building,New Building,1470000.0,1,2,Issued,44.511298966197096,-63.864301012212955
BPRES-2025-01746,2025,3,MEAGHERS GRANT,District 01,New Building,New Building,200000.0,1,2,Completed,44.93022352241665,-63.2405174572278
BPRES-2025-01756,2025,3,DARTMOUTH,District 06,Renovation,Renovation,70000.0,1,2,Completed,44.68191933033367,-63.52043282200501
BPRES-2025-01828,2025,2,DARTMOUTH,District 05,Renovation,Renovation,150000.0,1,1,Cancelled,44.68013432712624,-63.57893680343832
BPRES-2025-01868,2025,4,HALIFAX,District 07,Addition,Addition,15000.0,0,2,Issued,44.63366148707236,-63.5840004398785
BPRES-2025-01918,2025,3,HALIFAX,District 09,Renovation,Renovation,18092.0,0,2,Completed,44.653605206372184,-63.61670887413816
BPRES-2025-01941,2025,4,HALIFAX,District 10,New Building,New Building,1000000.0,4,3,Issued,44.65274299636792,-63.64058546629801
BPRES-2025-01945,2025,2,WHITES LAKE,District 13,New Building,New Building,400000.0,1,1,Completed,44.51896660379491,-63.75367326520724
BPRES-2025-01967,2025,3,BEDFORD,District 16,New Building,New Building,1700000.0,3,3,Amendment Applicant Revisions,44.73895787767384,-63.65759370011415
BPRES-2025-02006,2025,4,LOWER SACKVILLE,District 15,Renovation,Renovation,80000.0,1,1,Completed,44.7624849017951,-63.660948237118994
BPRES-2025-02041,2025,2,HALIFAX,District 08,Addition,Addition,203500.0,0,2,Issued,44.66687191972471,-63.60802772026083
BPRES-2025-02108,2025,4,HALIFAX,District 10,Renovation,Renovation,240000.0,0,1,Issued,44.65764234842022,-63.64005390760124
BPRES-2025-02142,2025,2,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63646541837006,-63.67534302057201
BPRES-2025-02157,2025,8,HALIFAX,District 10,Addition,Addition,500000.0,3,3,Issued,44.660534207551194,-63.643683175052885
BPRES-2025-02242,2025,3,OSTREA LAKE,District 02,New Building,New Building,408000.0,1,2,Issued,44.774828979936984,-63.101553545384824
BPRES-2025-02258,2025,2,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63636021931177,-63.675875311584875
BPRES-2025-02298,,,BEDFORD,District 16,New Building,New Building,600050.0,1,2,Withdrawn,44.7202085905269,-63.71632632369933
BPRES-2025-02341,2025,3,HALIFAX,District 11,New Building,New Building,79130.0,0,1,Completed,44.613331275788205,-63.57681015217221
BPRES-2025-02448,2025,3,TIMBERLEA,District 12,Renovation,Renovation,5000.0,0,2,Completed,44.656782219248626,-63.741856132899024
BPRES-2025-02463,2025,2,BEECHVILLE,District 12,New Building,New Building,250000.0,1,3,Completed,44.63940735456973,-63.68116207443074
BPRES-2025-02468,2025,3,BEECHVILLE,District 12,New Building,New Building,275000.0,1,3,Completed,44.6391793467386,-63.681797194352846
BPRES-2025-02474,2025,2,HALIFAX,District 11,Renovation,Renovation,160000.0,0,2,Issued,44.62484489101334,-63.59663742995439
BPRES-2025-02533,2025,2,MURPHY COVE,District 02,New Building,New Building,550000.0,1,1,Completed,44.7840959686715,-62.7682441327926
BPRES-2025-02576,2025,7,WESTPHAL,District 04,New Building,New Building,310000.0,1,2,Completed,44.701955396308776,-63.459848792250185
BPRES-2025-02582,2025,5,LOWER SACKVILLE,District 15,Renovation,Renovation,50000.0,1,2,Issued,44.770165203886414,-63.6994906902387
BPRES-2025-02731,2025,3,FALL RIVER,District 01,New Building,New Building,400000.0,1,1,Completed,44.83756945126465,-63.64431253323499
BPRES-2025-02779,2025,3,FALL RIVER,District 01,New Building,New Building,59995.0,0,2,Issued,44.808142449937385,-63.606114009985
BPRES-2025-02809,2025,3,TIMBERLEA,District 12,New Building,New Building,320000.0,1,3,Issued,44.645543700546085,-63.72620049806299
BPRES-2025-02831,2025,4,DARTMOUTH,District 06,New Building,New Building,1671490.0,5,3,Completed,44.67440098782867,-63.54341858445096
BPRES-2025-02890,2025,4,HUBLEY,District 13,New Building,New Building,647000.0,1,2,Completed,44.659054365414946,-63.79478222723406
BPRES-2025-02916,2025,3,LAWRENCETOWN,District 02,New Building,New Building,320000.0,1,2,Completed,44.69005264688698,-63.403963826008464
BPRES-2025-02942,,,LOWER SACKVILLE,District 15,Renovation,Renovation,10000.0,0,1,Applicant Revisions,44.78188951665234,-63.67597756628234
BPRES-2025-02973,2025,3,HALIFAX,District 09,New Building,New Building,120000.0,0,2,Issued,44.64403040245598,-63.593128941312756
BPRES-2025-03026,2025,3,COLE HARBOUR,District 04,Renovation,Renovation,800000.0,0,2,Completed,44.661779354420126,-63.4787998481189
BPRES-2025-03038,2025,3,DARTMOUTH,District 06,New Building,New Building,750000.0,2,2,Issued,44.714641658339,-63.538189615465704
BPRES-2025-03058,,,UPPER TANTALLON,District 13,Renovation,Renovation,52000.0,1,2,Withdrawn,44.70846181933546,-63.86851674499873
BPRES-2025-03073,2025,4,DARTMOUTH,District 06,Renovation,Renovation,125000.0,0,5,Issued,44.67164889272184,-63.53132391191207
BPRES-2025-03141,,,HALIFAX,District 08,Addition,Addition,52000.0,0,1,Application Incomplete,44.661959312373234,-63.601544628989174
BPRES-2025-03154,2025,3,HALIFAX,District 08,Renovation,Renovation,12000.0,0,3,Issued,44.652621519323986,-63.58625895519043
BPRES-2025-03206,2025,3,HATCHET LAKE,District 13,New Building,New Building,216000.0,1,2,Issued,44.564139712579056,-63.713688912393465
BPRES-2025-03241,2025,4,DARTMOUTH,District 05,Renovation,Renovation,90000.0,1,2,Completed,44.682316101484254,-63.57918732652736
BPRES-2025-03287,2025,5,CONROD SETTLEMENT,District 02,New Building,New Building,350000.0,1,2,Completed,44.769135506595916,-63.23093412740861
BPRES-2025-03320,2025,4,HALIFAX,District 09,Renovation,Renovation,35.0,0,2,Completed,44.655735210369706,-63.628990236666525
BPRES-2025-03370,2025,3,WAVERLEY,District 01,New Building,New Building,85000.0,0,1,Completed,44.78202062715474,-63.6152583419502
BPRES-2025-03393,2025,5,COLE HARBOUR,District 04,New Building,New Building,500000.0,1,1,Completed,44.6584380088406,-63.4565589491254
BPRES-2025-03467,2025,6,ENFIELD,District 01,Addition,Addition,30000.0,0,1,Amendment Applicant Revisions,44.920658733444505,-63.550926969505824
BPRES-2025-03479,,,TERENCE BAY,District 13,Renovation,Renovation,30000.0,1,1,Withdrawn,44.50519065242946,-63.73768735569155
BPRES-2025-03500,2025,3,STILLWATER LAKE,District 13,New Building,New Building,27000.0,0,1,Issued,44.70387669426702,-63.83303869990319
BPRES-2025-03526,2025,8,LAKE LOON,District 04,New Building,New Building,2000000.0,4,2,Issued,44.70901150394187,-63.49687358933212
BPRES-2025-03591,2025,3,HALIFAX,District 11,Addition,Addition,30000.0,0,1,Issued,44.629858247199394,-63.60216316566574
BPRES-2025-03628,2025,4,DARTMOUTH,District 05,Addition,Addition,8500.0,1,2,Issued,44.66622672901053,-63.555962582943145
BPRES-2025-03678,2025,4,BEDFORD,District 16,Renovation,Renovation,50000.0,1,1,Completed,44.722613197532354,-63.715198436899435
BPRES-2025-03741,2025,4,HALIFAX,District 11,New Building,New Building,400000.0,2,2,Issued,44.58632795293929,-63.58837985055173
BPRES-2025-03777,2025,11,HALIFAX,District 10,Renovation,Renovation,30000.0,2,2,Issued,44.65572472106925,-63.639301092436405
BPRES-2025-03794,2025,4,DARTMOUTH,District 06,New Building,New Building,1671490.0,5,3,Completed,44.67460573107173,-63.54318464873103
BPRES-2025-03821,2025,4,DARTMOUTH,District 06,New Building,New Building,40000.0,0,1,Completed,44.68810129411335,-63.534495076190126
BPRES-2025-03839,2025,5,WHITES LAKE,District 13,New Building,New Building,140000.0,1,1,Issued,44.51946051124441,-63.754881363150965
BPRES-2025-03873,2025,5,DARTMOUTH,District 03,New Building,New Building,1465644.0,6,2,Issued,44.66082323838169,-63.53395339173628
BPRES-2025-03881,2025,5,DARTMOUTH,District 03,New Building,New Building,906990.0,6,2,Issued,44.660821906204774,-63.53307616024201
BPRES-2025-03907,2025,4,HALIFAX,District 09,Renovation,Renovation,70000.0,1,2,Completed,44.652755027611725,-63.60037165668328
BPRES-2025-03920,2025,7,CLAM BAY,District 02,New Building,New Building,45000.0,0,1,Completed,44.734405804175466,-62.93295039255154
BPRES-2025-03929,2025,5,DARTMOUTH,District 03,New Building,New Building,755825.0,5,2,Issued,44.66156243274159,-63.53446038106791
BPRES-2025-03934,2025,5,DARTMOUTH,District 03,New Building,New Building,1465644.0,6,2,Issued,44.661024457038685,-63.53430215218037
BPRES-2025-03983,,,TIMBERLEA,District 12,New Building,New Building,4000.0,0,1,Withdrawn,44.64882680389944,-63.72523092874433
BPRES-2025-03992,2025,5,BAYSIDE,District 13,Addition,Addition,104000.0,0,2,Completed,44.540532797321355,-63.79202149795325
BPRES-2025-04027,2025,5,HALIFAX,District 09,Addition,Addition,150000.0,0,2,Issued,44.64058622081522,-63.603883740515734
BPRES-2025-04046,2025,3,BEECHVILLE,District 12,New Building,New Building,200000.0,1,2,Issued,44.63858559650038,-63.68193612015222
BPRES-2025-04108,2026,2,EASTERN PASSAGE,District 03,New Building,New Building,2500000.0,12,2,Issued,44.61565135318212,-63.46659391247219
BPRES-2025-04129,2025,4,FALL RIVER,District 01,New Building,New Building,446000.0,1,2,Issued,44.84367400010077,-63.641141907326684
BPRES-2025-04171,2025,4,DARTMOUTH,District 06,Renovation,Renovation,6000.0,0,2,Completed,44.70628401387461,-63.54506601559816
