permit_number,issue_year,issue_month,community,district,work_type,primary_work_scope,project_value,net_new_units,storeys,permit_status,lat,lon
BPRES-2023-06363,2023,6,HALIFAX,District 09,New Building,New Building,25000.0,0,1,Completed,44.650847243419356,-63.59856166549833
BPRES-2023-06423,2023,6,HALIFAX,District 10,Renovation,Renovation,8000.0,0,2,Completed,44.67408974611525,-63.64786492792211
BPRES-2023-06473,2023,7,EAST LAWRENCETOWN,District 02,New Building,New Building,27500.0,0,1,Expired,44.649290305524254,-63.3232693521457
BPRES-2023-06523,2023,6,COLE HARBOUR,District 04,Renovation,Renovation,20000.0,1,2,Completed,44.67701454088778,-63.48398533951999
BPRES-2023-06592,2023,7,HALIFAX,District 08,Renovation,Renovation,40000.0,1,2,Completed,44.66898987087526,-63.60530900443126
BPRES-2023-06618,2023,6,BEDFORD,District 16,New Building,New Building,360000.0,1,3,Completed,44.70652372998913,-63.72333437790507
BPRES-2023-06629,2023,6,BEDFORD,District 16,New Building,New Building,360000.0,1,3,Completed,44.70660845898954,-63.72357217117968
BPRES-2023-06656,2023,6,WILLIAMSWOOD,District 11,New Building,New Building,336000.0,1,1,Expired,44.539386886376214,-63.6286916073351
BPRES-2023-06701,2023,6,SEABRIGHT,District 13,New Building,New Building,45000.0,0,1,Expired,44.61278354041847,-63.92058544439019
BPRES-2023-06802,2023,6,OSTREA LAKE,District 02,Addition,Addition,35000.0,0,2,Completed,44.719586072001555,-63.0909113128735
BPRES-2023-06889,2023,6,BROOKSIDE,District 13,New Building,New Building,650000.0,1,2,Completed,44.531153614341804,-63.71075007623864
BPRES-2023-06947,2023,6,WESTPHAL,District 04,Renovation,Renovation,3404.0,0,2,Completed,44.693429634302085,-63.487350769431366
BPRES-2023-07004,2023,7,CLAM BAY,District 02,New Building,New Building,40000.0,0,1,Completed,44.734370232019145,-62.93529494586002
BPRES-2023-07061,2023,7,DARTMOUTH,District 05,Renovation,Renovation,93000.0,0,3,Expired,44.67803955260894,-63.56314865666968
BPRES-2023-07089,2023,6,MIDDLE SACKVILLE,District 14,New Building,New Building,70000.0,0,2,Completed,44.78495757467645,-63.70725933681483
BPRES-2023-07159,,,HALIFAX,District 08,Addition,Addition,200000.0,1,2,Withdrawn,44.65998637991471,-63.61443172699181
BPRES-2023-07206,2023,6,ENFIELD,District 01,New Building,New Building,450000.0,1,3,Completed,44.93812042754009,-63.54851011975507
BPRES-2023-07253,2023,6,HALIFAX,District 07,Renovation,Renovation,47000.0,0,2,Expired,44.64018322395625,-63.58832361907583
BPRES-2023-07312,2023,7,BEDFORD,District 16,New Building,New Building,81000.0,1,2,Completed,44.70230410493588,-63.70407689848586
BPRES-2023-07400,2023,6,BROOKSIDE,District 13,New Building,New Building,650000.0,1,3,Completed,44.52848811179575,-63.710406485733884
BPRES-2023-07539,2023,6,TERENCE BAY,District 13,New Building,New Building,150000.0,1,2,Completed,44.48937991458691,-63.72858324266444
BPRES-2023-07616,2023,9,MIDDLE SACKVILLE,District 14,New Building,New Building,440000.0,2,2,Completed,44.81790489417329,-63.742197790367435
BPRES-2023-07635,2023,7,,District 11,New Building,New Building,480000.0,4,2,Completed,44.60281395609837,-63.60509251970937
BPRES-2023-07673,2023,9,BEAVER BANK,District 15,New Building,New Building,25000.0,0,1,Issued,44.810780864703396,-63.670525458597574
BPRES-2023-07742,2023,8,PORTUGUESE COVE,District 11,New Building,New Building,647000.0,2,1,Completed,44.51598222377669,-63.546077589658594
BPRES-2023-07792,2023,7,DARTMOUTH,District 05,Addition,Addition,200000.0,0,3,Issued,44.67170023720613,-63.55561529037838
BPRES-2023-07840,2023,8,UPPER TANTALLON,District 13,New Building,New Building,40000.0,0,1,Completed,44.68744797136255,-63.87023143813677
BPRES-2023-07966,2023,9,DARTMOUTH,District 06,New Building,New Building,40000.0,0,1,Expired,44.68436322577283,-63.51776134620762
BPRES-2023-07995,2023,6,HAMMONDS PLAINS,District 14,New Building,New Building,1000000.0,1,3,Completed,44.700205031383376,-63.80721886228206
BPRES-2023-08057,2023,6,LAKE ECHO,District 02,New Building,New Building,10000.0,0,1,Expired,44.73308918446926,-63.40089126047798
BPRES-2023-08163,2023,12,UPPER SACKVILLE,District 14,New Building,New Building,670000.0,1,1,Expired,44.82710047968692,-63.78218394999415
BPRES-2023-08227,2023,11,HALIFAX,District 09,Renovation,Renovation,19000.0,0,1,Completed,44.65459069962041,-63.60537844397372
BPRES-2023-08308,2023,8,HALIFAX,District 10,Renovation,Renovation,25000.0,1,1,Completed,44.660693922184045,-63.643619036903765
BPRES-2023-08372,2023,7,PORTUGUESE COVE,District 11,New Building,New Building,425000.0,1,1,Completed,44.5129711212271,-63.54327292272694
BPRES-2023-08426,2026,4,HALIFAX,District 11,New Building,New Building,400000.0,4,3,Issued,44.59912944733082,-63.60094789028848
BPRES-2023-08542,2023,8,PORTUGUESE COVE,District 11,New Building,New Building,15000.0,0,1,Expired,44.5166803577698,-63.54293667006735
BPRES-2023-08578,2023,7,DARTMOUTH,District 06,Renovation,Renovation,1000.0,0,2,Completed,44.703502570712914,-63.53004172340852
BPRES-2023-08637,2023,7,HALIFAX,District 11,New Building,New Building,400000.0,3,3,Completed,44.586218066598654,-63.58779524726457
BPRES-2023-08655,2023,7,BEDFORD,District 16,Renovation,Renovation,74000.0,1,3,Completed,44.734682500331395,-63.65025624073237
BPRES-2023-08697,2023,9,HALIFAX,District 08,New Building,New Building,675000.0,2,3,Completed,44.652943888104964,-63.59096535709133
BPRES-2023-08728,2023,7,BEDFORD,District 16,New Building,New Building,500000.0,2,1,Completed,44.727212632705076,-63.645397863399225
BPRES-2023-08764,2023,8,DUTCH SETTLEMENT,District 01,Addition,Addition,20000.0,1,1,Completed,45.001466796101425,-63.42701097530701
BPRES-2023-08788,2023,8,HALIFAX,District 11,New Building,New Building,200000.0,2,2,Completed,44.60025074734786,-63.60388797251401
BPRES-2023-08793,2023,8,HALIFAX,District 11,New Building,New Building,200000.0,3,2,Completed,44.600547106370996,-63.604415797308306
BPRES-2023-08825,2023,7,HAMMONDS PLAINS,District 14,New Building,New Building,40000.0,0,1,Completed,44.73841907299081,-63.80317134235482
BPRES-2023-08919,,,DARTMOUTH,District 05,New Building,New Building,85000.0,0,1,Applicant Revisions,44.677405888065046,-63.58266192971581
BPRES-2023-08951,2023,8,PORTERS LAKE,District 02,Addition,Addition,250500.0,0,2,Expired,44.73687008243252,-63.311580281700806
BPRES-2023-08962,2023,7,FLETCHERS LAKE,District 01,New Building,New Building,400000.0,1,2,Completed,44.85103201598652,-63.598593495649496
BPRES-2023-08974,2023,7,HALIFAX,District 07,Renovation,Renovation,80000.0,0,3,Expired,44.63544299452968,-63.57751888390095
BPRES-2023-09036,,,,Unidentified,New Building,New Building,50000.0,0,1,Application Incomplete,,
BPRES-2023-09127,2023,7,MINEVILLE,District 02,New Building,New Building,35000.0,0,1,Completed,44.68798215752973,-63.36407989196489
BPRES-2023-09246,2023,7,BEDFORD,District 16,New Building,New Building,523500.0,2,2,Issued,44.73093142801006,-63.67949430633247
BPRES-2023-09358,2023,8,EAST LAWRENCETOWN,District 02,Renovation,Renovation,1500.0,0,3,Completed,44.6507789341394,-63.3231018281556
BPRES-2023-09627,,,BEAVER BANK,District 15,New Building,New Building,27000.0,1,2,Applicant Revisions,44.84476349820239,-63.66779716777056
BPRES-2023-09783,2023,8,HALIFAX,District 11,New Building,New Building,400000.0,4,2,Completed,44.60074180025142,-63.604771100710785
BPRES-2023-09834,2023,8,LAKE ECHO,District 02,New Building,New Building,26000.0,0,1,Completed,44.723084716880415,-63.3974121495323
BPRES-2023-09926,2023,7,BEDFORD,District 16,New Building,New Building,600000.0,1,2,Completed,44.70748627429303,-63.7254144592458
BPRES-2023-09989,2025,9,WAVERLEY,District 01,New Building,New Building,52000.0,0,1,Completed,44.77672201450225,-63.58531726726268
BPRES-2023-10057,2023,8,ENFIELD,District 01,New Building,New Building,544333.0,1,1,Completed,44.937440631050805,-63.548202414383354
BPRES-2023-10114,2023,8,BEAVER BANK,District 15,New Building,New Building,15000.0,0,1,Cancelled,44.84559435985502,-63.667704227074644
BPRES-2023-10158,2023,12,HALIFAX,District 09,New Building,New Building,300000.0,2,3,Issued,44.635817515107654,-63.624565865062635
BPRES-2023-10221,2023,9,HALIFAX,District 11,New Building,New Building,454000.0,2,3,Completed,44.601680372747566,-63.60590426636453
BPRES-2023-10241,2023,8,WINDSOR JUNCTION,District 01,New Building,New Building,650000.0,1,2,Completed,44.804663696701,-63.644382871508455
BPRES-2023-10284,,,HALIFAX,District 08,New Building,New Building,10350.0,0,1,Withdrawn,44.654838574185526,-63.6140889995887
BPRES-2023-10313,2023,9,HACKETTS COVE,District 13,New Building,New Building,500000.0,1,2,Completed,44.55867702324402,-63.93948607788798
BPRES-2023-10392,,,BEDFORD,District 16,New Building,New Building,100000.0,1,1,Application Incomplete,44.74379257622883,-63.6498512559324
BPRES-2023-10434,,,HALIFAX,District 09,New Building,New Building,65000.0,1,2,Applicant Revisions,44.635696459155206,-63.62424590624905
BPRES-2023-10480,,,LAKESIDE,District 12,Renovation,Renovation,5000.0,0,2,Withdrawn,44.64028969308553,-63.704894575856706
BPRES-2023-10542,2023,11,EAST LAWRENCETOWN,District 02,Renovation,Renovation,25000.0,1,2,Expired,44.6488820998461,-63.321910981545265
BPRES-2023-10651,2023,8,BEDFORD,District 16,New Building,New Building,460000.0,1,3,Completed,44.70728879965852,-63.724020491067336
BPRES-2023-10811,2023,9,KINSAC,District 15,New Building,New Building,175000.0,1,1,Completed,44.84418291543505,-63.65750134982873
BPRES-2023-10866,2023,8,BEDFORD,District 16,New Building,New Building,25000.0,0,1,Withdrawn,44.71990456617913,-63.71069463555402
BPRES-2023-10943,2023,9,HALIFAX,District 07,Renovation,Renovation,215100.0,0,8,Expired,44.640778411624574,-63.57337789770812
BPRES-2023-10998,2023,11,HALIFAX,District 08,New Building,New Building,80000.0,1,2,Completed,44.65402808287263,-63.61584931214004
BPRES-2023-11030,2024,4,LOWER SACKVILLE,District 15,New Building,New Building,346000.0,2,2,Amendment Requested,44.76529841643636,-63.6859011695121
BPRES-2023-11081,2023,8,DARTMOUTH,District 06,New Building,New Building,580000.0,1,2,Completed,44.67235439511382,-63.5283743788154
BPRES-2023-11142,2023,9,MIDDLE SACKVILLE,District 14,Addition,Addition,57500.0,1,1,Completed,44.77765761822145,-63.740897588203765
BPRES-2023-11214,2023,10,WEST CHEZZETCOOK,District 02,New Building,New Building,500000.0,1,2,Completed,44.72255485623049,-63.26936499598558
BPRES-2023-11279,2023,8,MURCHYVILLE,District 01,New Building,New Building,15000.0,0,1,Expired,44.995019186976016,-63.13588238860254
BPRES-2023-11333,2024,1,DARTMOUTH,District 06,Renovation,Renovation,180000.0,1,1,Completed,44.6774993768683,-63.52778788786938
BPRES-2023-11389,2023,10,HALIFAX,District 11,New Building,New Building,200000.0,1,3,Completed,44.60713189742479,-63.60034910515501
BPRES-2023-11430,2023,8,LOWER SACKVILLE,District 15,New Building,New Building,13000.0,0,1,Completed,44.7853473464071,-63.69505178408819
BPRES-2023-11471,2023,9,HALIFAX,District 07,Renovation,Renovation,5200.0,0,3,Completed,44.631957761085545,-63.57607164812679
BPRES-2023-11511,2023,9,WHITES LAKE,District 13,Renovation,Renovation,9000.0,0,1,Expired,44.519961272990585,-63.74900641216992
BPRES-2023-11544,2023,9,TIMBERLEA,District 12,New Building,New Building,12000.0,0,1,Completed,44.6523539508993,-63.73640275605178
BPRES-2023-11573,2023,9,UPPER TANTALLON,District 13,New Building,New Building,695000.0,1,2,Completed,44.72234076103401,-63.87312017735338
BPRES-2023-11609,2023,9,,District 06,Renovation,Renovation,10000.0,1,1,Expired,,
BPRES-2023-11674,2023,9,LOWER SACKVILLE,District 15,Renovation,Renovation,10000.0,0,1,Expired,44.7639998482535,-63.699822406253716
BPRES-2023-11710,2023,11,HALIFAX,District 10,New Building,New Building,950000.0,1,3,Expired,44.67851151525523,-63.657690215709
BPRES-2023-11799,2023,9,BEDFORD,District 16,New Building,New Building,550000.0,1,3,Completed,44.70769731169074,-63.7276770903098
BPRES-2023-11868,2023,9,MIDDLE SACKVILLE,District 14,New Building,New Building,600000.0,1,1,Completed,44.79575836012628,-63.76826829592422
BPRES-2023-11941,2023,9,HALIFAX,District 09,New Building,New Building,30000.0,0,1,Completed,44.651483869798625,-63.62664580363519
BPRES-2023-12033,2023,9,HALIFAX,District 09,Renovation,Renovation,10000.0,1,1,Completed,44.64972025693565,-63.60505551819439
BPRES-2023-12106,2023,9,MIDDLE SACKVILLE,District 14,Renovation,Renovation,32000.0,1,1,Completed,44.78255341030935,-63.71182138009737
BPRES-2023-12165,2023,9,UPPER SACKVILLE,District 14,New Building,New Building,400000.0,1,1,Completed,44.807408399971855,-63.759410267300275
BPRES-2023-12236,2023,12,DARTMOUTH,District 05,Renovation,Renovation,17000.0,0,3,Issued,44.68927555138817,-63.58064392709071
BPRES-2023-12261,2023,9,PLEASANT POINT,District 02,Renovation,Renovation,65000.0,0,2,Completed,44.703703106100996,-63.06436983301617
BPRES-2023-12311,2023,9,BEAVER BANK,District 15,New Building,New Building,20000.0,0,1,Completed,44.801255511894894,-63.678954184222086
BPRES-2023-12343,2023,9,HALIFAX,District 11,New Building,New Building,200000.0,1,3,Issued,44.60640951683798,-63.601197666344376
BPRES-2023-12368,,,DARTMOUTH,District 05,Renovation,Renovation,130000.0,0,1,Withdrawn,44.68346949159484,-63.595811864447704
BPRES-2023-12433,2023,10,MIDDLE SACKVILLE,District 14,New Building,New Building,46000.0,0,1,Completed,44.779773733064964,-63.70387814825612
BPRES-2023-12500,2023,10,FALL RIVER,District 01,New Building,New Building,400000.0,1,2,Completed,44.80196727142536,-63.60608504157316
BPRES-2023-12560,,,EASTERN PASSAGE,District 03,Addition,Addition,140000.0,0,2,Withdrawn,44.61231111471437,-63.450259010274415
BPRES-2023-12616,2023,10,HALIFAX,District 09,Renovation,Renovation,60000.0,0,2,Expired,44.650454731899515,-63.628235940346705
BPRES-2023-12677,2023,9,HAMMONDS PLAINS,District 14,New Building,New Building,75000.0,0,1,Completed,44.72932069479466,-63.809446980990096
BPRES-2023-12724,2023,9,HUBLEY,District 13,New Building,New Building,39000.0,0,1,Completed,44.663135663663304,-63.79836180301555
BPRES-2023-12803,2023,10,DARTMOUTH,District 05,New Building,New Building,394000.0,3,3,Completed,44.68199571691738,-63.59347920831576
BPRES-2023-12851,2025,3,HALIFAX,District 08,Addition,Addition,123000.0,0,3,Issued,44.66592895740917,-63.60414924049026
BPRES-2023-12877,,,OYSTER POND,District 02,New Building,New Building,6500.0,0,1,Cancelled,44.778290027366616,-62.9965029963652
BPRES-2023-12925,2023,10,TERENCE BAY,District 11,New Building,New Building,200000.0,1,1,Completed,44.49611969058514,-63.725485792974816
BPRES-2023-12966,2023,10,HAMMONDS PLAINS,District 14,New Building,New Building,913000.0,1,2,Completed,44.72310131640918,-63.841948654616715
BPRES-2023-13011,2023,10,WINDSOR JUNCTION,District 01,Addition,Addition,46500.0,0,2,Completed,44.793383302282614,-63.655096490117224
BPRES-2023-13056,2023,10,BEDFORD,District 16,New Building,New Building,550000.0,1,3,Completed,44.707000592698826,-63.724482178636684
BPRES-2023-13088,2023,10,HAMMONDS PLAINS,District 14,New Building,New Building,550000.0,1,2,Completed,44.73047795916079,-63.80916775881036
BPRES-2023-13157,2024,2,HALIFAX,District 10,Renovation,Renovation,32500.0,1,1,Expired,44.65873379654625,-63.634663463700015
BPRES-2023-13201,2023,10,DARTMOUTH,District 05,Renovation,Renovation,30000.0,0,3,Completed,44.67827900890826,-63.565355962916755
BPRES-2023-13248,2023,10,HALIFAX,District 11,Renovation,Renovation,180000.0,0,2,Completed,44.61663969559552,-63.62051492936791
BPRES-2023-13283,2023,10,BEDFORD,District 16,New Building,New Building,893000.0,1,2,Completed,44.70793381169232,-63.728154999165284
BPRES-2023-13315,2023,10,WEST PETPESWICK,District 02,New Building,New Building,430000.0,1,2,Completed,44.73540652073238,-63.17031169500131
BPRES-2023-13353,2023,10,WHITES LAKE,District 13,New Building,New Building,13000.0,0,1,Expired,44.52325807606122,-63.76318362347308
BPRES-2023-13409,,,HALIFAX,District 11,New Building,New Building,448500.0,4,3,Applicant Revisions,44.624454245492906,-63.61321700177118
BPRES-2023-13461,2023,10,FALL RIVER,District 01,New Building,New Building,625000.0,1,2,Completed,44.8327200772833,-63.63173946067859
BPRES-2023-13589,,,QUEENSLAND,District 13,New Building,New Building,60000.0,0,1,Withdrawn,44.65036910923809,-64.00080548510681
BPRES-2023-13645,2024,2,BEDFORD,District 16,Renovation,Renovation,150000.0,0,3,Issued,44.716985434109766,-63.657474348794736
BPRES-2023-13716,2023,10,FALL RIVER,District 01,New Building,New Building,650000.0,1,2,Cancelled,44.83363990915571,-63.63210682707863
BPRES-2023-13765,,,MIDDLE PORTERS LAKE,District 02,Renovation,Renovation,18879.25,0,1,Application Incomplete,44.704073473812755,-63.28920573074177
BPRES-2023-13854,2024,4,BEDFORD,District 16,New Building,New Building,450000.0,1,2,Completed,44.7204772794348,-63.71741055650083
BPRES-2023-13904,2023,11,LUCASVILLE,District 14,New Building,New Building,278500.0,1,2,Completed,44.75745495323749,-63.73410539807068
BPRES-2023-13937,2023,10,HAMMONDS PLAINS,District 14,New Building,New Building,650000.0,1,2,Completed,44.72584865137722,-63.840301634656726
BPRES-2023-14010,2023,10,PORTERS LAKE,District 02,New Building,New Building,40000.0,0,1,Completed,44.77893422418079,-63.36112777660995
BPRES-2023-14098,2023,11,DARTMOUTH,District 03,New Building,New Building,1739396.0,6,2,Completed,44.65908352142138,-63.53229006411604
BPRES-2023-14192,2023,11,MIDDLE SACKVILLE,District 14,Addition,Addition,250000.0,1,3,Completed,44.80453107045938,-63.74585153936617
BPRES-2023-14248,2023,11,DARTMOUTH,District 06,New Building,New Building,375000.0,1,3,Completed,44.71440163032559,-63.54389190006697
BPRES-2023-14292,2023,10,HAMMONDS PLAINS,District 14,New Building,New Building,37000.0,0,1,Completed,44.73047795916079,-63.80916775881036
BPRES-2023-14352,2023,12,DARTMOUTH,District 05,Renovation,Renovation,10000.0,1,1,Completed,44.677833470141,-63.56205207969694
BPRES-2023-14390,2024,6,TIMBERLEA,District 12,New Building,New Building,20000.0,0,1,Completed,44.64178826773035,-63.71087825447102
BPRES-2023-14471,2023,12,DARTMOUTH,District 06,Addition,Addition,80600.0,1,2,Expired,44.68576239611432,-63.50131479427156
BPRES-2023-14537,2023,11,MIDDLE SACKVILLE,District 14,New Building,New Building,60000.0,0,1,Completed,44.79670700301605,-63.77037212742134
BPRES-2023-14572,2023,12,UPPER TANTALLON,Unidentified,New Building,New Building,440000.0,1,2,Completed,44.72247750611494,-63.869107055422695
BPRES-2023-14636,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,460000.0,1,2,Completed,44.719048433372656,-63.83403930140268
BPRES-2023-14712,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,855000.0,1,2,Completed,44.72808609477474,-63.838920530728885
BPRES-2023-14758,2024,4,HALIFAX,District 09,Addition,Addition,50000.0,0,2,Expired,44.64730017315781,-63.61150334989511
BPRES-2023-14832,2023,11,HALIFAX,District 08,Renovation,Renovation,130000.0,1,3,Completed,44.66394712259573,-63.60563498702959
BPRES-2023-14853,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,350000.0,1,1,Completed,44.728740537669296,-63.81252056228805
BPRES-2023-14912,2023,12,LUCASVILLE,District 14,New Building,New Building,386442.69,1,1,Completed,44.762959085684855,-63.72356103676098
BPRES-2023-14969,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,15000.0,0,1,Completed,44.697266744001936,-63.80405553481988
BPRES-2023-15028,2023,12,HALIFAX,District 09,Addition,Addition,370000.0,0,2,Completed,44.65157846030685,-63.60330599858804
BPRES-2023-15112,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,10000.0,0,1,Expired,44.72556100964268,-63.83668021271064
BPRES-2023-15176,2023,11,HAMMONDS PLAINS,District 14,New Building,New Building,525000.0,1,2,Completed,44.73237319684336,-63.804840426695485
BPRES-2023-15265,2023,12,MYERS POINT,District 02,New Building,New Building,125000.0,1,1,Completed,44.764098783466416,-63.04170265510696
BPRES-2023-15292,2024,10,HALIFAX,District 07,Renovation,Renovation,400000.0,0,3,Issued,44.63085216264186,-63.57346761378458
BPRES-2023-15320,2023,11,TIMBERLEA,District 12,Renovation,Renovation,9500.0,0,2,Expired,44.64019891015806,-63.70235563788544
BPRES-2023-15344,2024,3,HALIFAX,District 09,Addition,Addition,200000.0,1,3,Completed,44.64736442614392,-63.603601623535965
BPRES-2023-15403,2024,2,BOUTILIERS POINT,District 13,New Building,New Building,222000.0,1,1,Issued,44.669906875245,-63.95462067234177
BPRES-2023-15430,2023,12,HAMMONDS PLAINS,District 14,New Building,New Building,600000.0,1,2,Completed,44.72582753035241,-63.83446853798869
BPRES-2023-15482,,,UPPER SACKVILLE,District 14,New Building,New Building,15000.0,0,1,Cancelled,44.83012900527066,-63.77577085926657
BPRES-2023-15586,2024,1,HALIFAX,District 11,New Building,New Building,272500.0,4,3,Completed,44.59318921967857,-63.60204441816522
BPRES-2023-15615,2023,12,BEDFORD,District 16,New Building,New Building,650000.0,1,3,Completed,44.70711798843792,-63.72469204312567
BPRES-2023-15695,2024,1,WINDSOR JUNCTION,District 01,New Building,New Building,20000.0,1,1,Issued,44.783475666343904,-63.650367927704785
BPRES-2023-15808,2023,12,HAMMONDS PLAINS,District 14,New Building,New Building,700000.0,1,2,Completed,44.723754092343526,-63.83537398467643
BPRES-2023-15879,2024,3,HAMMONDS PLAINS,District 14,New Building,New Building,726100.0,2,2,Completed,44.72016194921792,-63.83499653451718
BPRES-2023-15957,2024,2,COLE HARBOUR,District 04,Renovation,Renovation,120000.0,1,1,Completed,44.65651239075686,-63.485012403119924
BPRES-2023-16019,,,UPPER SACKVILLE,District 14,New Building,New Building,20000.0,0,1,Application Incomplete,44.816323722380126,-63.767786593329575
BPRES-2023-16077,2023,12,MIDDLE SACKVILLE,District 14,New Building,New Building,875000.0,1,1,Completed,44.79339163758609,-63.759291458968605
BPRES-2023-16112,2023,12,MIDDLE SACKVILLE,District 14,New Building,New Building,200000.0,1,2,Completed,44.7941214506527,-63.75639677615359
BPRES-2023-16179,2024,2,WYSES CORNER,District 01,New Building,New Building,578811.3,1,1,Completed,44.96887293424356,-63.27512969241484
BPRES-2023-16278,2024,1,ELMSDALE,District 01,New Building,New Building,15000.0,0,1,Completed,44.94624215679997,-63.49460896769068
BPRES-2023-16308,2024,2,FALL RIVER,District 01,Renovation,Renovation,74975.0,1,2,Completed,44.815854505394,-63.61590792023533
BPRES-2023-16375,2024,2,HALIFAX,District 07,Addition,Addition,695000.0,0,2,Completed,44.62954013197512,-63.57437824476395
BPRES-2023-16411,2024,1,BEDFORD,District 16,Renovation,Renovation,192000.0,0,2,Completed,44.69702540975314,-63.705243138754206
BPRES-2023-16470,2024,1,UPPER TANTALLON,District 13,New Building,New Building,186000.0,1,2,Completed,44.720950898779606,-63.86472833486782
BPRES-2023-16516,2024,5,DARTMOUTH,District 05,Renovation,Renovation,110000.0,0,2,Expired,44.66710448814864,-63.57660187938301
BPRES-2024-00014,2024,1,HALIFAX,District 09,Renovation,Renovation,137000.0,0,3,Completed,44.653969040785796,-63.60345578652697
BPRES-2024-00062,2024,1,BEDFORD,District 16,New Building,New Building,40000.0,0,1,Completed,44.720099902252215,-63.67288410581931
BPRES-2024-00151,2024,3,SEAFORTH,District 02,Addition,Addition,8300.0,0,1,Completed,44.673469203412104,-63.252715832421686
BPRES-2024-00217,2024,3,HALIFAX,District 09,Addition,Addition,152000.0,0,3,Expired,44.64437335777239,-63.59203230714079
BPRES-2024-00296,2024,4,DARTMOUTH,District 06,Renovation,Renovation,50500.0,1,2,Completed,44.701179564028074,-63.53747015228903
BPRES-2024-00326,2024,1,LAKE ECHO,District 02,Renovation,Renovation,55500.0,1,2,Completed,44.723084716880415,-63.3974121495323
BPRES-2024-00366,2024,5,UPPER TANTALLON,District 13,New Building,New Building,1500000.0,1,2,Completed,44.72888790453379,-63.8931938726977
BPRES-2024-00419,2024,2,LOWER SACKVILLE,District 15,Renovation,Renovation,22000.0,0,3,Completed,44.77308473157156,-63.6982630560035
BPRES-2024-00465,2024,1,FALL RIVER,District 01,New Building,New Building,30000.0,0,1,Completed,44.80624446410689,-63.61383796071844
BPRES-2024-00512,2024,2,HALIFAX,District 07,Renovation,Renovation,500000.0,1,2,Completed,44.63907165145847,-63.587119659393636
BPRES-2024-00546,2024,2,HUBBARDS,District 13,Addition,Addition,70000.0,0,1,Issued,44.63219273009766,-64.0405751427793
BPRES-2024-00643,2024,2,UPPER SACKVILLE,District 14,New Building,New Building,305000.0,1,2,Completed,44.81399147943283,-63.75970339630495
BPRES-2024-00696,2025,5,COLE HARBOUR,District 04,New Building,New Building,500000.0,3,3,Issued,44.67496987361011,-63.495271857662964
BPRES-2024-00802,2024,3,MIDDLE SACKVILLE,District 14,New Building,New Building,30000.0,0,1,Completed,44.79777143149673,-63.703681305537934
BPRES-2024-00857,2024,4,MIDDLE SACKVILLE,District 14,New Building,New Building,1907300.0,2,2,Completed,44.800807426937524,-63.76159179832315
BPRES-2024-00891,2024,5,BEDFORD,District 16,New Building,New Building,450000.0,1,1,Expired,44.729985906616676,-63.65902744652998
BPRES-2024-00921,2024,2,DARTMOUTH,District 05,Renovation,Renovation,1836200.0,0,3,Issued,44.66849879220036,-63.548540413499744
BPRES-2024-00995,2024,5,TIMBERLEA,District 12,Renovation,Renovation,13000.0,0,2,Expired,44.66342776391899,-63.747860459768255
BPRES-2024-01055,,,LAKESIDE,District 12,Renovation,Renovation,30000.0,0,2,Withdrawn,44.63743325969573,-63.696681198611515
BPRES-2024-01168,2024,2,BEDFORD,District 16,New Building,New Building,825000.0,1,2,Completed,44.70220659061616,-63.71499099469333
BPRES-2024-01257,2024,3,TIMBERLEA,District 12,Renovation,Renovation,50000.0,1,2,Completed,44.65615010854266,-63.74113051988158
BPRES-2024-01399,2024,2,HALIFAX,District 08,Renovation,Renovation,2500.0,0,2,Completed,44.66389895095669,-63.59893584567281
BPRES-2024-01452,2024,4,MIDDLE SACKVILLE,District 14,New Building,New Building,150000.0,1,1,Completed,44.78373882134205,-63.749945565279276
BPRES-2024-01507,2024,2,TIMBERLEA,District 12,New Building,New Building,300000.0,1,2,Completed,44.64529782435654,-63.72494185535839
BPRES-2024-01561,2024,2,DARTMOUTH,District 05,Renovation,Renovation,16000.0,0,2,Expired,44.67209491664027,-63.567630854101935
BPRES-2024-01648,2024,3,HEAD OF CHEZZETCOOK,District 02,Addition,Addition,25995.0,0,1,Expired,44.742870641125116,-63.25024317579481
BPRES-2024-01679,,,HALIFAX,District 11,Renovation,Renovation,27000.0,0,1,Withdrawn,44.60319870190873,-63.62628832723282
BPRES-2024-01811,2024,3,HALIFAX,District 08,Renovation,Renovation,90400.0,0,2,Completed,44.65081392959187,-63.5949147810851
BPRES-2024-01849,2024,3,BROOKSIDE,District 13,New Building,New Building,356000.0,2,2,Completed,44.5534679334006,-63.708675994726995
BPRES-2024-01918,2024,3,HALIFAX,District 11,New Building,New Building,20000.0,0,1,Issued,44.59397458506155,-63.60018523708643
BPRES-2024-01973,2024,3,HAMMONDS PLAINS,District 14,New Building,New Building,450000.0,1,1,Completed,44.731777479333964,-63.80499531843787
BPRES-2024-02045,2024,3,FALL RIVER,District 01,New Building,New Building,20000.0,0,1,Amendment Requested,44.82549455095198,-63.62324045572469
BPRES-2024-02085,2024,3,BEDFORD,District 16,New Building,New Building,610000.0,1,3,Completed,44.725500200771926,-63.65780224112748
