period,year,quarter,year_quarter_index,zone,facility,procedure,consult_median,consult_90th,consult_tail_gap,surgery_median,surgery_90th,surgery_tail_gap,surgery_target_days,consult_target_days,surgery_measured,surgery_breach,consult_measured,consult_breach
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,10,23,13,31,45,14,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,18,188,170,31,73,42,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,16,103,87,37,53,16,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,20,79,59,32,108,76,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Bowel Resection - Laparoscopic,18,98,80,28,80,52,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,40,278,238,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,48,228,180,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,26,188,162,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,33,76,43,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,19,103,84,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,26,103,77,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,26,68,42,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,55,117,62,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Carpal Tunnel Surgery,,,,68,166,98,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Colorectal Cancer Surgery,15,34,19,24,36,12,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Colorectal Cancer Surgery,12,44,32,27,129,102,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Colorectal Cancer Surgery,14,104,90,23,38,15,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Colorectal Cancer Surgery,8,21,13,26,48,22,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Colorectal Cancer Surgery,13,23,10,28,38,10,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Colorectal Cancer Surgery,15,50,35,31,41,10,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Colorectal Cancer Surgery,15,1205,1190,34,50,16,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Colorectal Cancer Surgery,18,79,61,32,87,55,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Colorectal Cancer Surgery,12,50,38,23,31,8,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Cystoscopy,38,124,86,107,451,344,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Cystoscopy,43,153,110,130,589,459,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Cystoscopy,39,110,71,117,581,464,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Cystoscopy,50,129,79,86,475,389,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Cystoscopy,39,140,101,91,435,344,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Cystoscopy,43,157,114,67,286,219,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Cystoscopy,47,136,89,75,223,148,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Cystoscopy,49,145,96,62,161,99,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Cystoscopy,40,120,80,46,190,144,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,76,96,20,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,126,337,211,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,84,232,148,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,72,195,123,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,83,106,23,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,125,192,67,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,78,215,137,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,42,50,8,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Dental Extractions and Restorations (Adult),,,,50,72,22,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),34,179,145,93,260,167,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),27,85,58,71,142,71,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),20,42,22,112,192,80,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),38,120,82,101,257,156,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),88,160,72,94,177,83,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),40,101,61,91,146,55,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),40,188,148,77,145,68,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),88,260,172,116,208,92,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Functional Endoscopic Sinus Surgery (FESS),28,116,88,139,180,41,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Gallbladder Surgery,39,372,333,76,169,93,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Gallbladder Surgery,147,242,95,94,220,126,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Gallbladder Surgery,122,302,180,83,178,95,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Gallbladder Surgery,65,246,181,76,220,144,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Gallbladder Surgery,70,344,274,67,167,100,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Gallbladder Surgery,70,159,89,114,216,102,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Gallbladder Surgery,69,476,407,91,246,155,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Gallbladder Surgery,56,337,281,63,216,153,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Gallbladder Surgery,47,107,60,80,220,140,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,57,278,221,57,188,131,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,52,890,838,94,327,233,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,132,172,40,80,188,108,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,46,94,48,81,122,41,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,33,186,153,71,407,336,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,99,448,349,46,148,102,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,56,196,140,73,205,132,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,35,98,63,51,312,261,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery,53,370,317,38,160,122,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,16,52,36,24,55,31,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,12,44,32,45,120,75,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,15,104,89,24,45,21,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,9,23,14,26,48,22,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,10,23,13,31,45,14,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,18,188,170,31,73,42,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,16,103,87,37,53,16,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,20,79,59,32,108,76,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Gastrointestinal Tract Surgery - Laparoscopic,18,98,80,28,80,52,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Head and Neck Surgery,39,378,339,106,643,537,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Head and Neck Surgery,46,184,138,237,501,264,182,90,1,1,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Head and Neck Surgery,14,27,13,131,282,151,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Head and Neck Surgery,14,99,85,246,1181,935,182,90,1,1,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Head and Neck Surgery,38,253,215,135,468,333,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Head and Neck Surgery,11,83,72,87,359,272,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Head and Neck Surgery,20,39,19,97,140,43,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Head and Neck Surgery,52,172,120,62,139,77,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Head and Neck Surgery,46,91,45,49,134,85,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,195,617,422,182,90,1,1,0,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,128,423,295,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,222,1354,1132,182,90,1,1,0,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,69,422,353,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,128,428,300,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,261,733,472,182,90,1,1,0,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,158,450,292,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,144,618,474,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hemorrhoidectomy,,,,64,209,145,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hernia Repair (Adult),182,470,288,124,232,108,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hernia Repair (Adult),165,468,303,133,393,260,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hernia Repair (Adult),155,318,163,112,300,188,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hernia Repair (Adult),124,446,322,118,283,165,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hernia Repair (Adult),169,543,374,80,200,120,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hernia Repair (Adult),172,505,333,128,300,172,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hernia Repair (Adult),119,660,541,118,307,189,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hernia Repair (Adult),117,371,254,92,272,180,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hernia Repair (Adult),75,284,209,69,202,133,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,185,481,296,114,223,109,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,159,279,120,129,284,155,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,154,315,161,103,314,211,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,112,382,270,104,239,135,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,116,377,261,79,216,137,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,132,398,266,77,314,237,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,83,615,532,92,232,140,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,145,412,267,80,311,231,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hernia Repair - Inguinal/Femoral,56,278,222,62,202,140,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,160,470,310,123,143,20,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,104,468,364,114,214,100,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,177,411,234,97,300,203,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,114,343,229,178,244,66,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,210,453,243,129,164,35,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,370,609,239,237,321,84,182,90,1,1,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,544,610,66,113,197,84,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,81,309,228,100,196,96,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hernia Repair - Laparoscopic Inguinal Femoral,158,245,87,105,242,137,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hernia Repair - Umbilical,176,320,144,126,365,239,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hernia Repair - Umbilical,215,769,554,168,757,589,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hernia Repair - Umbilical,158,315,157,158,295,137,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hernia Repair - Umbilical,136,507,371,118,291,173,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hernia Repair - Umbilical,220,543,323,76,171,95,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hernia Repair - Umbilical,94,434,340,139,244,105,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hernia Repair - Umbilical,83,697,614,153,339,186,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hernia Repair - Umbilical,91,249,158,115,239,124,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hernia Repair - Umbilical,63,250,187,77,188,111,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hip Arthroscopy,79,357,278,216,239,23,182,90,1,1,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hip Arthroscopy,72,132,60,258,321,63,182,90,1,1,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hip Arthroscopy,83,239,156,108,297,189,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hip Arthroscopy,68,277,209,248,415,167,182,90,1,1,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hip Arthroscopy,80,199,119,157,258,101,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hip Arthroscopy,90,104,14,226,286,60,182,90,1,1,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hip Arthroscopy,63,249,186,174,293,119,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hip Arthroscopy,63,232,169,178,289,111,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hip Arthroscopy,82,101,19,123,250,127,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hip Replacement,57,520,463,149,487,338,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hip Replacement,94,552,458,170,409,239,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hip Replacement,233,664,431,114,416,302,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hip Replacement,212,423,211,118,477,359,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hip Replacement,245,429,184,161,466,305,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hip Replacement,343,626,283,151,404,253,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hip Replacement,507,705,198,147,287,140,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hip Replacement,386,551,165,122,266,144,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hip Replacement,432,513,81,140,254,114,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),43,110,67,80,204,124,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),62,280,218,66,109,43,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),36,134,98,106,201,95,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),67,234,167,70,101,31,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),70,356,286,96,165,69,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),77,480,403,80,140,60,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),164,252,88,126,209,83,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),115,380,265,122,159,37,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hysterectomy (Cancer Not Suspected),55,402,347,85,247,162,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Hysteroscopy,42,96,54,45,108,63,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Hysteroscopy,23,89,66,73,90,17,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Hysteroscopy,34,273,239,60,125,65,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Hysteroscopy,33,122,89,49,157,108,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Hysteroscopy,51,211,160,51,101,50,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Hysteroscopy,38,169,131,61,108,47,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Hysteroscopy,35,188,153,59,163,104,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Hysteroscopy,44,155,111,61,129,68,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Hysteroscopy,33,135,102,44,110,66,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Kidney Stone Surgery,35,121,86,,,,182,90,0,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Kidney Stone Surgery,72,292,220,,,,182,90,0,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Kidney Stone Surgery,42,76,34,,,,182,90,0,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Kidney Stone Surgery,35,219,184,,,,182,90,0,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Kidney Stone Surgery,55,112,57,,,,182,90,0,0,1,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Kidney Stone Surgery,29,57,28,,,,182,90,0,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Kidney Stone Surgery,44,120,76,,,,182,90,0,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Kidney Stone Surgery,35,78,43,,,,182,90,0,0,1,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Kidney Stone Surgery,35,125,90,,,,182,90,0,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Knee Replacement,137,636,499,263,549,286,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Knee Replacement,234,571,337,236,470,234,182,90,1,1,1,1
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Knee Replacement,374,696,322,230,487,257,182,90,1,1,1,1
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Knee Replacement,266,467,201,229,463,234,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Knee Replacement,263,523,260,209,382,173,182,90,1,1,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Knee Replacement,354,619,265,172,349,177,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Knee Replacement,590,719,129,182,367,185,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Knee Replacement,392,580,188,154,321,167,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Knee Replacement,464,522,58,138,262,124,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Knee Replacement Revision,,,,299,337,38,182,90,1,1,0,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Knee Replacement Revision,,,,121,254,133,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Knee Replacement Revision,,,,33,812,779,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Knee Replacement Revision,,,,62,162,100,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Knee Replacement Revision,,,,68,138,70,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Knee Replacement Revision,,,,91,176,85,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Knee Replacement Revision,,,,85,186,101,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Knee Replacement Revision,,,,59,114,55,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Knee Replacement Revision,,,,93,138,45,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Knee Scope,76,454,378,77,244,167,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Knee Scope,79,401,322,105,231,126,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 4,Dartmouth General,Knee Scope,75,290,215,83,426,343,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 4,Dartmouth General,Knee Scope,81,422,341,68,267,199,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 4,Dartmouth General,Knee Scope,151,485,334,128,524,396,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 4,Dartmouth General,Knee Scope,89,199,110,84,191,107,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 4,Dartmouth General,Knee Scope,63,127,64,71,278,207,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 4,Dartmouth General,Knee Scope,108,196,88,95,328,233,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 4,Dartmouth General,Knee Scope,73,219,146,87,231,144,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 4,Dartmouth General,Male Reproductive System Surgery,63,167,104,125,231,106,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 4,Dartmouth General,Male Reproductive System Surgery,59,243,184,134,263,129,182,90,1,0,1,0
