period,year,quarter,year_quarter_index,zone,facility,procedure,consult_median,consult_90th,consult_tail_gap,surgery_median,surgery_90th,surgery_tail_gap,surgery_target_days,consult_target_days,surgery_measured,surgery_breach,consult_measured,consult_breach
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Carpal Tunnel Surgery,70,957,887,114,238,124,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Carpal Tunnel Surgery,77,639,562,20,75,55,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Carpal Tunnel Surgery,,,,55,272,217,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Carpal Tunnel Surgery,86,462,376,41,66,25,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Carpal Tunnel Surgery,101,465,364,79,234,155,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Cataract Surgery,113,140,27,295,389,94,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Cataract Surgery,114,148,34,263,363,100,182,90,1,1,1,1
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Cataract Surgery,126,156,30,218,377,159,182,90,1,1,1,1
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Cataract Surgery,129,176,47,194,366,172,182,90,1,1,1,1
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Cataract Surgery,123,158,35,110,383,273,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Cataract Surgery,132,163,31,76,417,341,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Cataract Surgery,144,196,52,220,442,222,182,90,1,1,1,1
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Cataract Surgery,161,224,63,100,352,252,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Cataract Surgery,148,280,132,20,138,118,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,24,37,13,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,13,41,28,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,20,32,12,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,20,25,5,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,18,39,21,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,29,57,28,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,21,31,10,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,36,71,35,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Colorectal Cancer Surgery,,,,30,34,4,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Cystoscopy,40,61,21,29,66,37,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Cystoscopy,32,96,64,36,140,104,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Cystoscopy,12,609,597,29,86,57,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Cystoscopy,132,999,867,27,92,65,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Cystoscopy,53,209,156,29,81,52,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Cystoscopy,55,57,2,31,78,47,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Cystoscopy,27,52,25,30,69,39,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Cystoscopy,29,361,332,31,72,41,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Cystoscopy,33,61,28,30,70,40,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),171,282,111,69,364,295,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),146,326,180,77,169,92,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),112,567,455,98,237,139,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),91,233,142,37,297,260,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),85,215,130,78,234,156,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),119,230,111,98,138,40,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),61,302,241,62,158,96,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),92,214,122,138,257,119,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Dental Extractions and Restorations (Adult),74,199,125,92,260,168,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,115,275,160,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,58,164,106,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,192,397,205,182,90,1,1,0,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,75,151,76,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,54,95,41,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,18,98,80,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,67,256,189,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,117,343,226,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Dental Extractions and Restorations (Pediatric),,,,55,156,101,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Gallbladder Surgery,33,71,38,25,97,72,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Gallbladder Surgery,31,107,76,28,99,71,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Gallbladder Surgery,30,50,20,45,100,55,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Gallbladder Surgery,28,56,28,32,118,86,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Gallbladder Surgery,33,54,21,22,79,57,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Gallbladder Surgery,31,49,18,29,44,15,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Gallbladder Surgery,30,122,92,26,148,122,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Gallbladder Surgery,22,136,114,27,69,42,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Gallbladder Surgery,26,149,123,27,63,36,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,18,96,78,43,137,94,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,17,63,46,18,44,26,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,77,162,85,36,86,50,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,42,105,63,33,81,48,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,24,71,47,22,43,21,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,23,55,32,29,69,40,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,31,182,151,25,64,39,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,36,141,105,41,127,86,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Gastrointestinal Tract Surgery,31,68,37,29,43,14,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Hernia Repair (Adult),42,111,69,38,123,85,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Hernia Repair (Adult),39,154,115,40,93,53,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Hernia Repair (Adult),33,164,131,75,140,65,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Hernia Repair (Adult),29,71,42,58,118,60,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Hernia Repair (Adult),42,68,26,52,123,71,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Hernia Repair (Adult),42,88,46,56,130,74,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Hernia Repair (Adult),64,147,83,37,124,87,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Hernia Repair (Adult),42,140,98,55,117,62,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Hernia Repair (Adult),47,140,93,34,115,81,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,40,106,66,36,89,53,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,28,137,109,34,144,110,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,30,154,124,71,136,65,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,26,59,33,49,118,69,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,41,66,25,47,98,51,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,37,63,26,47,109,62,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,56,139,83,27,110,83,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,41,142,101,43,112,69,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Hernia Repair - Inguinal/Femoral,47,141,94,41,128,87,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Hernia Repair - Umbilical,50,111,61,37,202,165,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Hernia Repair - Umbilical,42,152,110,62,79,17,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Hernia Repair - Umbilical,33,164,131,81,147,66,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Hernia Repair - Umbilical,53,145,92,61,116,55,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Hernia Repair - Umbilical,41,56,15,26,125,99,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Hernia Repair - Umbilical,69,144,75,62,198,136,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Hernia Repair - Umbilical,90,147,57,67,164,97,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Hernia Repair - Umbilical,56,132,76,103,145,42,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Hernia Repair - Umbilical,46,129,83,32,71,39,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,68,168,100,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,59,159,100,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,38,68,30,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,54,158,104,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,49,127,78,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,32,191,159,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,60,150,90,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,48,77,29,182,90,1,0,0,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Hysterectomy (Cancer Not Suspected),,,,87,136,49,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Hysteroscopy,48,822,774,42,61,19,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Hysteroscopy,27,100,73,32,328,296,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Hysteroscopy,21,53,32,37,64,27,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Hysteroscopy,30,114,84,49,78,29,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Hysteroscopy,32,139,107,43,91,48,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Hysteroscopy,29,370,341,48,103,55,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Hysteroscopy,34,447,413,35,106,71,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Hysteroscopy,77,346,269,52,105,53,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Hysteroscopy,39,96,57,34,74,40,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Knee Scope,79,236,157,89,232,143,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Knee Scope,13,62,49,94,275,181,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Knee Scope,127,405,278,96,206,110,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Knee Scope,63,349,286,115,408,293,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Knee Scope,37,74,37,92,144,52,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Knee Scope,,,,98,298,200,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Knee Scope,52,197,145,150,185,35,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Knee Scope,50,152,102,,,,182,90,0,0,1,0
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Knee Scope,98,123,25,133,624,491,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,67,540,473,92,364,272,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,97,373,276,88,161,73,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,93,391,298,78,214,136,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,133,750,617,155,309,154,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,153,579,426,56,327,271,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,126,259,133,87,282,195,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,71,231,160,94,161,67,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,170,557,387,100,282,182,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Palmar Fascia Excision for Dupuytren's Disease,190,526,336,41,180,139,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Shoulder Arthroscopy,68,135,67,175,250,75,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Shoulder Arthroscopy,70,102,32,144,292,148,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Shoulder Arthroscopy,63,100,37,169,288,119,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Shoulder Arthroscopy,69,211,142,139,277,138,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Shoulder Arthroscopy,66,168,102,161,261,100,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Shoulder Arthroscopy,80,422,342,112,196,84,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Shoulder Arthroscopy,127,154,27,45,124,79,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Shoulder Arthroscopy,99,384,285,62,156,94,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Shoulder Arthroscopy,133,206,73,82,199,117,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),109,114,5,30,123,93,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),157,169,12,73,113,40,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),163,232,69,65,150,85,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),226,253,27,47,141,94,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),253,356,103,74,138,64,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),316,412,96,44,193,149,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),339,423,84,71,228,157,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),338,425,87,63,149,86,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 1,South Shore Regional,Tonsillectomy and/or Adenoidectomy (Pediatric),336,436,100,70,272,202,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Breast Cancer Surgery,13,34,21,27,35,8,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Breast Cancer Surgery,7,14,7,30,41,11,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Breast Cancer Surgery,7,36,29,21,37,16,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Breast Cancer Surgery,7,78,71,29,48,19,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Breast Cancer Surgery,7,19,12,34,54,20,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Breast Cancer Surgery,10,32,22,27,34,7,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Breast Cancer Surgery,16,161,145,27,55,28,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Breast Cancer Surgery,13,34,21,29,48,19,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Breast Cancer Surgery,7,12,5,26,40,14,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Breast Reduction Surgery,28,51,23,,,,182,90,0,0,1,0
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Breast Reduction Surgery,48,77,29,,,,182,90,0,0,1,0
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Breast Reduction Surgery,61,132,71,,,,182,90,0,0,1,0
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Breast Reduction Surgery,84,129,45,,,,182,90,0,0,1,0
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Breast Reduction Surgery,90,191,101,,,,182,90,0,0,1,0
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Breast Reduction Surgery,159,391,232,,,,182,90,0,0,1,1
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Breast Reduction Surgery,117,386,269,,,,182,90,0,0,1,1
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Breast Reduction Surgery,276,343,67,,,,182,90,0,0,1,1
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Breast Reduction Surgery,182,213,31,,,,182,90,0,0,1,1
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,90,307,217,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,249,293,44,182,90,1,1,0,0
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,76,214,138,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,69,164,95,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,123,185,62,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,84,213,129,182,90,1,0,0,0
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,171,251,80,182,90,1,0,0,0
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,225,381,156,182,90,1,1,0,0
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Carpal Tunnel Surgery,,,,71,370,299,182,90,1,0,0,0
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Cataract Surgery,118,231,113,37,148,111,182,90,1,0,1,1
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Cataract Surgery,104,238,134,71,172,101,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Cataract Surgery,101,229,128,51,164,113,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Cataract Surgery,93,230,137,75,162,87,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Cataract Surgery,96,366,270,78,184,106,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Cataract Surgery,133,747,614,103,158,55,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Cataract Surgery,172,343,171,110,188,78,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Cataract Surgery,153,310,157,85,131,46,182,90,1,0,1,1
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Cataract Surgery,181,422,241,106,165,59,182,90,1,0,1,1
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),99,280,181,254,372,118,182,90,1,1,1,1
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),190,323,133,104,284,180,182,90,1,0,1,1
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),145,238,93,81,344,263,182,90,1,0,1,1
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),147,383,236,118,278,160,182,90,1,0,1,1
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),125,272,147,173,297,124,182,90,1,0,1,1
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),135,293,158,163,310,147,182,90,1,0,1,1
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),210,329,119,140,401,261,182,90,1,0,1,1
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),72,272,200,100,170,70,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Dental Extractions and Restorations (Pediatric),44,175,131,95,201,106,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),57,120,63,85,123,38,182,90,1,0,1,0
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),84,115,31,90,118,28,182,90,1,0,1,0
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),52,121,69,47,106,59,182,90,1,0,1,0
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),77,156,79,55,124,69,182,90,1,0,1,0
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),52,84,32,20,41,21,182,90,1,0,1,0
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),53,201,148,32,48,16,182,90,1,0,1,0
2024_q4,2024,4,8100,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),43,76,33,27,47,20,182,90,1,0,1,0
2025_q1,2025,1,8101,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),66,105,39,57,98,41,182,90,1,0,1,0
2025_q2,2025,2,8102,Zone 3,St. Martha's Regional,Ear Tubes (Pediatric),84,111,27,35,64,29,182,90,1,0,1,0
2023_q2,2023,2,8094,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,31,106,75,182,90,1,0,0,0
2023_q3,2023,3,8095,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,69,145,76,182,90,1,0,0,0
2023_q4,2023,4,8096,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,63,134,71,182,90,1,0,0,0
2024_q1,2024,1,8097,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,76,258,182,182,90,1,0,0,0
2024_q2,2024,2,8098,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,43,49,6,182,90,1,0,0,0
2024_q3,2024,3,8099,Zone 3,St. Martha's Regional,Functional Endoscopic Sinus Surgery (FESS),,,,82,111,29,182,90,1,0,0,0
