"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Probe/Sensor","pH",,,"7.11","none","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Probe/Sensor","Conductivity",,,"126","umhos/cm","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Probe/Sensor","Turbidity",,,"0.1","NTU","Actual",,,,,"Preliminary",,,,"North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Aluminium",,"Total","139","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Antimony",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Barium",,"Total","23","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Beryllium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Boron",,"Total","6","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Cadmium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Calcium",,"Total","10.1","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Chromium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Cobalt",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Copper",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Iron",,"Total","126","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Lead",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Magnesium",,"Total","1.2","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Manganese",,"Total","4","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Nickel",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Potassium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Selenium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Sodium",,"Total","10.9","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Vanadium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Zinc",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Total Hardness","as CaCO3",,"30.1","mg/l","Calculated",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Conductivity",,,"130","umho/cm","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","15:00","-0.3","m","Water Bottle","Conductivity",,,"131","umho/cm","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4395","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","pH",,,"7","none","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","15:00","-0.3","m","Water Bottle","pH",,,"7","none","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4395","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Turbidity",,,"0.36","NTU","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABINSTALLED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","15:00","-0.3","m","Water Bottle","Turbidity",,,"0.17","NTU","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4395","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Alkalinity","as CaCO3",,"13","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Chloride",,"Dissolved","18","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","True Color",,,"54.3","TCU","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Silica",,"Total","6.3","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Sulfate",,"Dissolved","20","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Total Nitrogen, Mixed Forms","as N","Unfiltered","0.17","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Inorganic Nitrogen (nitrate and nitrite)","as N","Unfiltered","0.03","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Ammonia","as N","Unfiltered","0.01","mg/L","Actual","Below Detection Limit/Quantification Limit","0.01","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Orthophosphate","as P","Unfiltered","0.005","mg/L","Actual","Below Detection Limit/Quantification Limit","0.005","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Total Phosphorus, mixed forms","as P","Unfiltered","0.011","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Total Suspended Solids",,,"1","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Organic Carbon",,"Total","7.3","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Chlorophyll A",,"Total","0.4","mg/m3","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Bicarbonate","as CaCO3",,"12.98","mg/L","Calculated",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01FB0001","NEW-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-09-14T00:00:00.000","14:00","-0.3","m","Water Bottle","Carbonate","as CaCO3",,"0.01","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","05-258-4372","North East Margaree River at Margaree Valley"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","Temperature, water",,,"22.2","deg C","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"6.99","mg/l","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","Dissolved oxygen saturation",,,"81.2","%","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","pH",,,"4.45","none","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","Conductivity",,,"29","umhos/cm","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Probe/Sensor","Turbidity",,,"0","NTU","Actual",,,,,"Preliminary",,,,"Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Aluminium",,"Total","277","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Antimony",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Barium",,"Total","3","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Beryllium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Boron",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Cadmium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Calcium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Chromium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Cobalt",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Copper",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Iron",,"Total","239","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Lead",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Magnesium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Manganese",,"Total","11","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Nickel",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Potassium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Selenium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Sodium",,"Total","2.2","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Vanadium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01ED9111","SHE-HYDROLABREMOVED-0M","River/Stream","Sample-Routine","Surface Water","2005-07-05T00:00:00.000","11:00","-0.3","m","Water Bottle","Zinc",,"Total","5","ug/l","Actual","Below Detection Limit/Quantification Limit","5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","05-187-3547","Shelburne River at Pollard's Falls Bridge"
